Time,Position,Velocity,Acceleration,Jerk,Follow_Vehicle_ID,Lead_Vehicle_ID,Status
0.1,0,25,0,0,9,7,In Lane(MainLane)
0.2,2.4988,24.9754,-0.24645,-2.4645,9,7,In Lane(MainLane)
0.3,4.9951,24.9515,-0.23806,0.083945,9,7,In Lane(MainLane)
0.4,7.4891,24.9286,-0.22997,0.080857,9,7,In Lane(MainLane)
0.5,9.9809,24.9063,-0.22218,0.077897,9,7,In Lane(MainLane)
0.6,12.4704,24.8849,-0.21468,0.07506,9,7,In Lane(MainLane)
0.7,14.9579,24.8641,-0.20744,0.072339,9,7,In Lane(MainLane)
0.8,17.4433,24.8441,-0.20047,0.069728,9,7,In Lane(MainLane)
0.9,19.9267,24.8247,-0.19375,0.067224,9,7,In Lane(MainLane)
1,22.4083,24.806,-0.18726,0.064819,9,7,In Lane(MainLane)
1.1,24.8879,24.7879,-0.18101,0.062511,9,7,In Lane(MainLane)
1.2,27.3659,24.7704,-0.17498,0.060293,9,7,In Lane(MainLane)
1.3,29.8421,24.7535,-0.16917,0.058163,9,7,In Lane(MainLane)
1.4,32.3166,24.7371,-0.16356,0.056116,9,7,In Lane(MainLane)
1.5,34.7895,24.7213,-0.15814,0.054149,9,7,In Lane(MainLane)
1.6,37.2609,24.706,-0.15292,0.052257,9,7,In Lane(MainLane)
1.7,39.7307,24.6912,-0.14787,0.050437,9,7,In Lane(MainLane)
1.8,42.1991,24.6769,-0.143,0.048687,9,7,In Lane(MainLane)
1.9,44.6661,24.6631,-0.1383,0.047004,9,7,In Lane(MainLane)
2,47.1318,24.6497,-0.13376,0.045383,9,7,In Lane(MainLane)
2.1,49.5961,24.6368,-0.12938,0.043824,9,7,In Lane(MainLane)
2.2,52.0591,24.6242,-0.12515,0.042322,9,7,In Lane(MainLane)
2.3,54.521,24.6121,-0.12106,0.040876,9,7,In Lane(MainLane)
2.4,56.9816,24.6004,-0.11711,0.039483,9,7,In Lane(MainLane)
2.5,59.4411,24.5891,-0.1133,0.038142,9,7,In Lane(MainLane)
2.6,61.8994,24.5781,-0.10962,0.036849,9,7,In Lane(MainLane)
2.7,64.3567,24.5675,-0.10605,0.035604,9,7,In Lane(MainLane)
2.8,66.813,24.5573,-0.10261,0.034403,9,7,In Lane(MainLane)
2.9,69.2682,24.5473,-0.09929,0.033246,9,7,In Lane(MainLane)
3,71.7224,24.5377,-0.096077,0.032131,9,7,In Lane(MainLane)
3.1,74.1757,24.5284,-0.092971,0.031055,9,7,In Lane(MainLane)
3.2,76.6281,24.5194,-0.08997,0.030017,9,7,In Lane(MainLane)
3.3,79.0796,24.5107,-0.087068,0.029017,9,7,In Lane(MainLane)
3.4,81.5303,24.5023,-0.084263,0.028051,9,7,In Lane(MainLane)
3.5,83.9801,24.4942,-0.081551,0.02712,9,7,In Lane(MainLane)
3.6,86.4291,24.4863,-0.078929,0.026221,9,7,In Lane(MainLane)
3.7,88.8774,24.4786,-0.076393,0.025354,9,7,In Lane(MainLane)
3.8,91.3249,24.4712,-0.073942,0.024517,9,7,In Lane(MainLane)
3.9,93.7716,24.4641,-0.071571,0.023709,9,7,In Lane(MainLane)
4,96.2177,24.4571,-0.069278,0.022929,9,7,In Lane(MainLane)
4.1,98.6631,24.4504,-0.06706,0.022176,9,7,In Lane(MainLane)
4.2,101.1078,24.4439,-0.064916,0.021448,9,7,In Lane(MainLane)
4.3,103.5519,24.4377,-0.062841,0.020746,9,7,In Lane(MainLane)
4.4,105.9953,24.4316,-0.060834,0.020068,9,7,In Lane(MainLane)
4.5,108.4382,24.4257,-0.058893,0.019413,9,7,In Lane(MainLane)
4.6,110.8805,24.42,-0.057015,0.01878,9,7,In Lane(MainLane)
4.7,113.3222,24.4145,-0.055198,0.018168,9,7,In Lane(MainLane)
4.8,115.7634,24.4091,-0.05344,0.017578,9,7,In Lane(MainLane)
4.9,118.204,24.4039,-0.05174,0.017007,9,7,In Lane(MainLane)
5,120.6442,24.3989,-0.050094,0.016455,9,7,In Lane(MainLane)
5.1,123.0838,24.3941,-0.048502,0.015922,9,7,In Lane(MainLane)
5.2,125.523,24.3894,-0.046961,0.015407,9,7,In Lane(MainLane)
5.3,127.9617,24.3848,-0.04547,0.014909,9,7,In Lane(MainLane)
5.4,130.4,24.3804,-0.044027,0.014428,9,7,In Lane(MainLane)
5.5,132.8378,24.3762,-0.042631,0.013963,9,7,In Lane(MainLane)
5.6,135.2752,24.3721,-0.04128,0.013513,9,7,In Lane(MainLane)
5.7,137.7122,24.3681,-0.039972,0.013078,9,7,In Lane(MainLane)
5.8,140.1489,24.3642,-0.038706,0.012658,9,7,In Lane(MainLane)
5.9,142.5851,24.3604,-0.037481,0.012251,9,7,In Lane(MainLane)
6,145.0209,24.3568,-0.036295,0.011858,9,7,In Lane(MainLane)
6.1,147.4564,24.3533,-0.035148,0.011478,9,7,In Lane(MainLane)
6.2,149.8916,24.3499,-0.034037,0.01111,9,7,In Lane(MainLane)
6.3,152.3264,24.3466,-0.032961,0.010754,9,7,In Lane(MainLane)
6.4,154.7609,24.3434,-0.03192,0.01041,9,7,In Lane(MainLane)
6.5,157.1951,24.3403,-0.030912,0.010078,9,7,In Lane(MainLane)
6.6,159.629,24.3373,-0.029937,0.0097558,9,7,In Lane(MainLane)
6.7,162.0626,24.3344,-0.028992,0.0094445,9,7,In Lane(MainLane)
6.8,164.4959,24.3316,-0.028078,0.0091433,9,7,In Lane(MainLane)
6.9,166.9289,24.3289,-0.027193,0.008852,9,7,In Lane(MainLane)
7,169.3617,24.3263,-0.026336,0.0085701,9,7,In Lane(MainLane)
7.1,171.7942,24.3237,-0.025506,0.0082973,9,7,In Lane(MainLane)
7.2,174.2264,24.3212,-0.024703,0.0080334,9,7,In Lane(MainLane)
7.3,176.6584,24.3188,-0.023925,0.0077781,9,7,In Lane(MainLane)
7.4,179.0902,24.3165,-0.023172,0.007531,9,7,In Lane(MainLane)
7.5,181.5217,24.3143,-0.022443,0.0072919,9,7,In Lane(MainLane)
7.6,183.953,24.3121,-0.021737,0.0070605,9,7,In Lane(MainLane)
7.7,186.3841,24.31,-0.021053,0.0068366,9,7,In Lane(MainLane)
7.8,188.815,24.308,-0.020391,0.0066199,9,7,In Lane(MainLane)
7.9,191.2457,24.306,-0.01975,0.0064101,9,7,In Lane(MainLane)
8,193.6762,24.3041,-0.019129,0.0062071,9,7,In Lane(MainLane)
8.1,196.1066,24.3022,-0.018528,0.0060107,9,7,In Lane(MainLane)
8.2,198.5367,24.3004,-0.017946,0.0058205,9,7,In Lane(MainLane)
8.3,200.9667,24.2987,-0.017382,0.0056364,9,7,In Lane(MainLane)
8.4,203.3964,24.297,-0.016837,0.0054583,9,7,In Lane(MainLane)
8.5,205.8261,24.2954,-0.016308,0.0052858,9,7,In Lane(MainLane)
8.6,208.2555,24.2938,-0.015796,0.0051188,9,7,In Lane(MainLane)
8.7,210.6848,24.2923,-0.0153,0.0049572,9,7,In Lane(MainLane)
8.8,213.114,24.2908,-0.01482,0.0048008,9,7,In Lane(MainLane)
8.9,215.543,24.2893,-0.014355,0.0046493,9,7,In Lane(MainLane)
9,217.9718,24.288,-0.013905,0.0045027,9,7,In Lane(MainLane)
9.1,220.4006,24.2866,-0.013469,0.0043607,9,7,In Lane(MainLane)
9.2,222.8292,24.2853,-0.013047,0.0042233,9,7,In Lane(MainLane)
9.3,225.2576,24.284,-0.012638,0.0040902,9,7,In Lane(MainLane)
9.4,227.686,24.2828,-0.012242,0.0039614,9,7,In Lane(MainLane)
9.5,230.1142,24.2816,-0.011858,0.0038367,9,7,In Lane(MainLane)
9.6,232.5423,24.2805,-0.011486,0.0037159,9,7,In Lane(MainLane)
9.7,234.9703,24.2794,-0.011126,0.003599,9,7,In Lane(MainLane)
9.8,237.3982,24.2783,-0.010778,0.0034858,9,7,In Lane(MainLane)
