Time,Position,Velocity,Acceleration,Jerk,Follow_Vehicle_ID,Lead_Vehicle_ID
0.1,500,25,0,0,3,1
0.2,502.5,25,0,0,3,1
0.3,505,25,0,0,3,1
0.4,507.5,25,0,0,3,1
0.5,510,25,0,0,3,1
0.6,512.5,25,0,0,3,1
0.7,515,25,0,0,3,1
0.8,517.5,25,0,0,3,1
0.9,520,25,0,0,3,1
1,522.5,25,0,0,3,1
1.1,525,25,0,0,3,1
1.2,527.5,25,0,0,3,1
1.3,530,25,0,0,3,1
1.4,532.5,25,0,0,3,1
1.5,535,25,0,0,3,1
1.6,537.5,25,0,0,3,1
1.7,540,25,0,0,3,1
1.8,542.5,25,0,0,3,1
1.9,545,25,0,0,3,1
2,547.5,25,0,0,3,1
2.1,550,25,0,0,3,1
2.2,552.5,25,0,0,3,1
2.3,555,25,0,0,3,1
2.4,557.5,25,0,0,3,1
2.5,560,25,0,0,3,1
2.6,562.5,25,0,0,3,1
2.7,565,25,0,0,3,1
2.8,567.5,25,0,0,3,1
2.9,570,25,0,0,3,1
3,572.5,25,0,0,3,1
3.1,575,25,0,0,3,1
3.2,577.5,25,0,0,3,1
3.3,580,25,0,0,3,1
3.4,582.5,25,0,0,3,1
3.5,585,25,0,0,3,1
3.6,587.5,25,0,0,3,1
3.7,590,25,0,0,3,1
3.8,592.5,25,0,0,3,1
3.9,595,25,0,0,3,1
4,597.5,25,0,0,3,1
4.1,600,25,0,0,3,1
4.2,602.5,25,0,0,3,1
4.3,605,25,0,0,3,1
4.4,607.5,25,0,0,3,1
4.5,610,25,0,0,3,1
4.6,612.5,25,0,0,3,1
4.7,615,25,0,0,3,1
4.8,617.5,25,0,0,3,1
4.9,620,25,0,0,3,1
5,622.5,25,0,0,3,1
5.1,625,25,0,0,3,1
5.2,627.5,25,0,0,3,1
5.3,630,25,0,0,3,1
5.4,632.5,25,0,0,3,1
5.5,635,25,0,0,3,1
5.6,637.5,25,0,0,3,1
5.7,640,25,0,0,3,1
5.8,642.5,25,0,0,3,1
5.9,645,25,0,0,3,1
6,647.5,25,0,0,3,1
6.1,650,25,0,0,3,1
6.2,652.5,25,0,0,3,1
6.3,655,25,0,0,3,1
6.4,657.5,25,0,0,3,1
6.5,660,25,0,0,3,1
6.6,662.5,25,0,0,3,1
6.7,665,25,0,0,3,1
6.8,667.5,25,0,0,3,1
6.9,670,25,0,0,3,1
7,672.5,25,0,0,3,1
7.1,675,25,0,0,3,1
7.2,677.5,25,0,0,3,1
7.3,680,25,0,0,3,1
7.4,682.5,25,0,0,3,1
7.5,685,25,0,0,3,1
7.6,687.5,25,0,0,3,1
7.7,690,25,0,0,3,1
7.8,692.5,25,0,0,3,1
7.9,695,25,0,0,3,1
8,697.5,25,0,0,3,1
8.1,700,25,0,0,3,1
8.2,702.5,25,0,0,3,1
8.3,705,25,0,0,3,1
8.4,707.5,25,0,0,3,1
8.5,710,25,0,0,3,1
8.6,712.5,25,0,0,3,1
8.7,715,25,0,0,3,1
8.8,717.5,25,0,0,3,1
8.9,720,25,0,0,3,1
9,722.5,25,0,0,3,1
9.1,725,25,0,0,3,1
9.2,727.5,25,0,0,3,1
9.3,730,25,0,0,3,1
9.4,732.5,25,0,0,3,1
9.5,735,25,0,0,3,1
9.6,737.5,25,0,0,3,1
9.7,740,25,0,0,3,1
9.8,742.5,25,0,0,3,1
9.9,745,25,0,0,3,1
10,747.5,25,0,0,3,1
10.1,750,25,0,0,3,1
10.2,752.5,25,0,0,3,1
10.3,755,25,0,0,3,1
10.4,757.5,25,0,0,3,1
10.5,760,25,0,0,3,1
10.6,762.5,25,0,0,3,1
10.7,765,25,0,0,3,1
10.8,767.5,25,0,0,3,1
10.9,770,25,0,0,3,1
11,772.5,25,0,0,3,1
11.1,775,25,0,0,3,1
11.2,777.5,25,0,0,3,1
11.3,780,25,0,0,3,1
11.4,782.5,25,0,0,3,1
11.5,785,25,0,0,3,1
11.6,787.5,25,0,0,3,1
11.7,790,25,0,0,3,1
11.8,792.5,25,0,0,3,1
11.9,795,25,0,0,3,1
12,797.5,25,0,0,3,1
12.1,800,25,0,0,3,1
12.2,802.5,25,0,0,3,1
12.3,805,25,0,0,3,1
12.4,807.5,25,0,0,3,1
12.5,810,25,0,0,3,1
12.6,812.5,25,0,0,3,1
12.7,815,25,0,0,3,1
12.8,817.5,25,0,0,3,1
12.9,820,25,0,0,3,1
13,822.5,25,0,0,3,1
13.1,825,25,0,0,3,1
13.2,827.5,25,0,0,3,1
13.3,830,25,0,0,3,1
13.4,832.5,25,0,0,3,1
13.5,835,25,0,0,3,1
13.6,837.5,25,0,0,3,1
13.7,840,25,0,0,3,1
13.8,842.5,25,0,0,3,1
13.9,845,25,0,0,3,1
14,847.5,25,0,0,3,1
14.1,850,25,0,0,3,1
14.2,852.5,25,0,0,3,1
14.3,855,25,0,0,3,1
14.4,857.5,25,0,0,3,1
14.5,860,25,0,0,3,1
14.6,862.5,25,0,0,3,1
14.7,865,25,0,0,3,1
14.8,867.5,25,0,0,3,1
14.9,870,25,0,0,3,1
15,872.5,25,0,0,3,1
15.1,875,25,0,0,3,1
15.2,877.5,25,0,0,3,1
15.3,880,25,0,0,3,1
15.4,882.5,25,0,0,3,1
15.5,885,25,0,0,3,1
15.6,887.5,25,0,0,3,1
15.7,890,25,0,0,3,1
15.8,892.5,25,0,0,3,1
15.9,895,25,0,0,3,1
16,897.5,25,0,0,3,1
16.1,900,25,0,0,3,1
16.2,902.5,25,0,0,3,1
16.3,905,25,0,0,3,1
16.4,907.5,25,0,0,3,1
16.5,910,25,0,0,3,1
16.6,912.5,25,0,0,3,1
16.7,915,25,0,0,3,1
16.8,917.5,25,0,0,3,1
16.9,920,25,0,0,3,1
17,922.5,25,0,0,3,1
17.1,925,25,0,0,3,1
17.2,927.5,25,0,0,3,1
17.3,930,25,0,0,3,1
17.4,932.5,25,0,0,3,1
17.5,935,25,0,0,3,1
17.6,937.5,25,0,0,3,1
17.7,940,25,0,0,3,1
17.8,942.5,25,0,0,3,1
17.9,945,25,0,0,3,1
18,947.5,25,0,0,3,1
18.1,950,25,0,0,3,1
18.2,952.5,25,0,0,3,1
18.3,955,25,0,0,3,1
18.4,957.5,25,0,0,3,1
18.5,960,25,0,0,3,1
18.6,962.5,25,0,0,3,1
18.7,965,25,0,0,3,1
18.8,967.5,25,0,0,3,1
18.9,970,25,0,0,3,1
19,972.5,25,0,0,3,1
19.1,975,25,0,0,3,1
19.2,977.5,25,0,0,3,1
19.3,980,25,0,0,3,1
19.4,982.5,25,0,0,3,1
19.5,985,25,0,0,3,1
19.6,987.5,25,0,0,3,1
19.7,990,25,0,0,3,1
19.8,992.5,25,0,0,3,1
19.9,995,25,0,0,3,1
20,997.5,25,0,0,3,1
20.1,1000,25,0,0,3,1
20.2,1002.5,25,0,0,3,1
20.3,1005,25,0,0,3,1
20.4,1007.5,25,0,0,3,1
20.5,1010,25,0,0,3,1
20.6,1012.5,25,0,0,3,1
20.7,1015,25,0,0,3,1
20.8,1017.5,25,0,0,3,1
20.9,1020,25,0,0,3,1
21,1022.5,25,0,0,3,1
21.1,1025,25,0,0,3,1
21.2,1027.5,25,0,0,3,1
21.3,1030,25,0,0,3,1
21.4,1032.5,25,0,0,3,1
21.5,1035,25,0,0,3,1
21.6,1037.5,25,0,0,3,1
21.7,1040,25,0,0,3,1
21.8,1042.5,25,0,0,3,1
21.9,1045,25,0,0,3,1
22,1047.5,25,0,0,3,1
22.1,1050,25,0,0,3,1
22.2,1052.5,25,0,0,3,1
22.3,1055,25,0,0,3,1
22.4,1057.5,25,0,0,3,1
22.5,1060,25,0,0,3,1
22.6,1062.5,25,0,0,3,1
22.7,1065,25,0,0,3,1
22.8,1067.5,25,0,0,3,1
22.9,1070,25,0,0,3,1
23,1072.5,25,0,0,3,1
23.1,1075,25,0,0,3,1
23.2,1077.5,25,0,0,3,1
23.3,1080,25,0,0,3,1
23.4,1082.5,25,0,0,3,1
23.5,1085,25,0,0,3,1
23.6,1087.5,25,0,0,3,1
23.7,1090,25,0,0,3,1
23.8,1092.5,25,0,0,3,1
23.9,1095,25,0,0,3,1
24,1097.5,25,0,0,3,1
24.1,1100,25,0,0,3,1
24.2,1102.5,25,0,0,3,1
24.3,1105,25,0,0,3,1
24.4,1107.5,25,0,0,3,1
24.5,1110,25,0,0,3,1
24.6,1112.5,25,0,0,3,1
24.7,1115,25,0,0,3,1
24.8,1117.5,25,0,0,3,1
24.9,1120,25,0,0,3,1
25,1122.5,25,0,0,3,1
25.1,1125,25,0,0,3,1
