Time,Position,Velocity,Acceleration,Jerk,Follow_Vehicle_ID,Lead_Vehicle_ID
0.1,200,25,0,0,5,3
0.2,202.5,25,0,0,5,3
0.3,205,25,0,0,5,3
0.4,207.5,25,0,0,5,3
0.5,210,25,0,0,5,3
0.6,212.5,25,0,0,5,3
0.7,215,25,0,0,5,3
0.8,217.5,25,0,0,5,3
0.9,220,25,0,0,5,3
1,222.5,25,0,0,5,3
1.1,225,25,0,0,5,3
1.2,227.5,25,0,0,5,3
1.3,230,25,0,0,5,3
1.4,232.5,25,0,0,5,3
1.5,235,25,0,0,5,3
1.6,237.5,25,0,0,5,3
1.7,240,25,0,0,5,3
1.8,242.5,25,0,0,5,3
1.9,245,25,0,0,5,3
2,247.5,25,0,0,5,3
2.1,250,25,0,0,5,3
2.2,252.5,25,0,0,5,3
2.3,255,25,0,0,5,3
2.4,257.5,25,0,0,5,3
2.5,260,25,0,0,5,3
2.6,262.5,25,0,0,5,3
2.7,265,25,0,0,5,3
2.8,267.5,25,0,0,5,3
2.9,270,25,0,0,5,3
3,272.5,25,0,0,5,3
3.1,275,25,0,0,5,3
3.2,277.5,25,0,0,5,3
3.3,280,25,0,0,5,3
3.4,282.5,25,0,0,5,3
3.5,285,25,0,0,5,3
3.6,287.5,25,0,0,5,3
3.7,290,25,0,0,5,3
3.8,292.5,25,0,0,5,3
3.9,295,25,0,0,5,3
4,297.5,25,0,0,5,3
4.1,300,25,0,0,5,3
4.2,302.5,25,0,0,5,3
4.3,305,25,0,0,5,3
4.4,307.5,25,0,0,5,3
4.5,310,25,0,0,5,3
4.6,312.5,25,0,0,5,3
4.7,315,25,0,0,5,3
4.8,317.5,25,0,0,5,3
4.9,320,25,0,0,5,3
5,322.5,25,0,0,5,3
5.1,325,25,0,0,5,3
5.2,327.5,25,0,0,5,3
5.3,330,25,0,0,5,3
5.4,332.5,25,0,0,5,3
5.5,335,25,0,0,5,3
5.6,337.5,25,0,0,5,3
5.7,340,25,0,0,5,3
5.8,342.5,25,0,0,5,3
5.9,345,25,0,0,5,3
6,347.5,25,0,0,5,3
6.1,350,25,0,0,5,3
6.2,352.5,25,0,0,5,3
6.3,355,25,0,0,5,3
6.4,357.5,25,0,0,5,3
6.5,360,25,0,0,5,3
6.6,362.5,25,0,0,5,3
6.7,365,25,0,0,5,3
6.8,367.5,25,0,0,5,3
6.9,370,25,0,0,5,3
7,372.5,25,0,0,5,3
7.1,375,25,0,0,5,3
7.2,377.5,25,0,0,5,3
7.3,380,25,0,0,5,3
7.4,382.5,25,0,0,5,3
7.5,385,25,0,0,5,3
7.6,387.5,25,0,0,5,3
7.7,390,25,0,0,5,3
7.8,392.5,25,0,0,5,3
7.9,395,25,0,0,5,3
8,397.5,25,0,0,5,3
8.1,400,25,0,0,5,3
8.2,402.5,25,0,0,5,3
8.3,405,25,0,0,5,3
8.4,407.5,25,0,0,5,3
8.5,410,25,0,0,5,3
8.6,412.5,25,0,0,5,3
8.7,415,25,0,0,5,3
8.8,417.5,25,0,0,5,3
8.9,420,25,0,0,5,3
9,422.5,25,0,0,5,3
9.1,425,25,0,0,5,3
9.2,427.5,25,0,0,5,3
9.3,430,25,0,0,5,3
9.4,432.5,25,0,0,5,3
9.5,435,25,0,0,5,3
9.6,437.5,25,0,0,5,3
9.7,440,25,0,0,5,3
9.8,442.5,25,0,0,5,3
9.9,445,25,0,0,5,3
10,447.5,25,0,0,5,3
10.1,450,25,0,0,5,3
10.2,452.5,25,0,0,5,3
10.3,455,25,0,0,5,3
10.4,457.5,25,0,0,5,3
10.5,460,25,0,0,5,3
10.6,462.5,25,0,0,5,3
10.7,465,25,0,0,5,3
10.8,467.5,25,0,0,5,3
10.9,470,25,0,0,5,3
11,472.5,25,0,0,5,3
11.1,475,25,0,0,5,3
11.2,477.5,25,0,0,5,3
11.3,480,25,0,0,5,3
11.4,482.5,25,0,0,5,3
11.5,485,25,0,0,5,3
