Time,Position,Velocity,Acceleration,Jerk
0.1,-400,15,0,0
0.2,-398.492624527983,15.1475094403482,1.47509440348181,14.7509440348181
0.3,-396.970574144171,15.2934982358888,1.45988795540649,-0.152064480753178
0.4,-395.434001872189,15.4379472037466,1.44448967857804,-0.153982768284533
0.5,-393.883062619076,15.5808378585119,1.42890654765227,-0.15583130925767
0.6,-392.317913104001,15.722152442984,1.41314584472139,-0.157607029308737
0.7,-390.738711783971,15.861873957622,1.3972151463801,-0.159306983412955
0.8,-389.14561877666,15.9999861885989,1.38112230976922,-0.160928366108779
0.9,-387.538795780512,16.1364737343637,1.36487545764785,-0.162468521213746
1,-385.918405992263,16.2713220306188,1.34848296255042,-0.163924950974297
1.1,-384.28461402205,16.4045173736278,1.33195343009086,-0.165295324595578
1.2,-382.63758580628,16.5360469417759,1.31529568148084,-0.166577486100234
1.3,-380.977488518426,16.6658988153093,1.29851873533374,-0.167769461470935
1.4,-379.304490477951,16.7940619941923,1.28163178883029,-0.168869465034496
1.5,-377.61876105754,16.9205264140248,1.26464419832509,-0.169875905051997
1.6,-375.92047058884,17.0452829599725,1.24756545947666,-0.170787388484293
1.7,-374.209790266908,17.1683234786711,1.23040518698591,-0.171602724907507
1.8,-372.486892053571,17.2896407880741,1.21317309402989,-0.172320929560261
1.9,-370.751948579906,17.409228685222,1.19587897147894,-0.172941225509475
2,-369.005133048049,17.5270819519206,1.17853266698613,-0.173463044928088
2.1,-367.246619132536,17.6431963583244,1.16114406403765,-0.173886029484798
2.2,-365.476580881399,17.7575686644296,1.14372306105254,-0.174210029851072
2.3,-363.695192617203,17.8701966194915,1.12627955061876,-0.174435104337822
2.4,-361.902628838259,17.9810789593866,1.10882339895084,-0.174561516679175
2.5,-360.099064120192,18.0902154019518,1.09136442565215,-0.174589732986934
2.6,-358.284673018077,18.197606640338,1.07391238386169,-0.174520417904558
2.7,-356.459629969339,18.3032543344242,1.05647694086226,-0.174354429994381
2.8,-354.624109197601,18.4071611003464,1.03906765922259,-0.174092816396634
2.9,-352.778284617673,18.5093304982007,1.0216939785423,-0.173736806802918
3,-350.922329741864,18.609767017987,1.00436519786324,-0.173287806790605
3.1,-349.056417587771,18.7084760638676,0.987090458806449,-0.172747390567921
3.2,-347.180720587737,18.8054639368165,0.969878729488243,-0.17211729318206
3.3,-345.295410500109,18.9007378157428,0.952738789263707,-0.171399402245356
3.4,-343.400658322463,18.9943057371768,0.935679214340128,-0.170595749235797
3.5,-341.496634206924,19.0861765736066,0.918708364297176,-0.169708500429514
3.6,-339.583507377716,19.176360010561,0.901834369544803,-0.168739947523728
3.7,-337.661446051061,19.2648665225354,0.885065119743918,-0.167692498008856
3.8,-335.730617357541,19.3517073478564,0.868408253209162,-0.16656866534756
3.9,-333.791187267019,19.4368944625871,0.851871147307306,-0.165371059018555
4,-331.843320516211,19.520440553573,0.835460909859165,-0.164102374481419
4.1,-329.887180538996,19.6023589907277,0.8191843715475,-0.16276538311665
4.2,-327.922929399527,19.6826637986606,0.803048079328079,-0.16136292219421
4.3,-325.950727728206,19.7613696277442,0.787058290836086,-0.159897884919922
4.4,-323.970734660583,19.8384917247217,0.771220969775231,-0.158373210608551
4.5,-321.983107779199,19.9140459029489,0.755541782272518,-0.156791875027131
4.6,-319.988003058434,19.9880485123667,0.740026094177409,-0.155156880951088
4.7,-317.985574812351,20.0605164092947,0.724678969280292,-0.153471248971178
4.8,-315.975975645579,20.1314669261369,0.709505168421681,-0.151738008586106
4.9,-313.959356407218,20.2009178410829,0.694509149460412,-0.149960189612691
5,-311.93586614777,20.2688873478895,0.679695068066291,-0.14814081394121
5.1,-309.905652079084,20.3353940258196,0.665066779300265,-0.146282887660254
5.2,-307.868859537302,20.4004568098139,0.650627839943043,-0.144389393572222
5.3,-305.825631948763,20.464094960967,0.636381511531409,-0.142463284116345
5.4,-303.776110798846,20.526328037373,0.622330764060071,-0.140507474713372
5.5,-301.720435603707,20.5871758654036,0.608478280305839,-0.138524837542322
5.6,-299.658743884863,20.6466585114766,0.59482646073016,-0.136518195756794
5.7,-297.591171146571,20.7047962543682,0.581377428915675,-0.134490318144853
5.8,-295.517850855947,20.7616095581174,0.568133037492247,-0.132443914234277
5.9,-293.438914425763,20.8171190455682,0.555094874508119,-0.130381629841281
6,-291.354491199855,20.8713454725884,0.542264270202156,-0.128306043059631
6.1,-289.264708441075,20.9243097030018,0.529642304133843,-0.126219660683123
6.2,-287.169691321712,20.9760326842647,0.51722981262843,-0.12412491505413
6.3,-285.069562916303,21.0265354239142,0.505027396495745,-0.122024161326854
6.4,-282.964444196767,21.0758389668125,0.493035428982277,-0.119919675134678
6.5,-280.854454029766,21.1239643732042,0.48125406391757,-0.117813650647068
6.6,-278.739709176225,21.170932697606,0.469683244017375,-0.11570819900195
6.7,-276.620324292918,21.2167649685367,0.458322709307607,-0.113605347097685
6.8,-274.496411936036,21.2614821691002,0.447172005634822,-0.111507036727845
6.9,-272.36808256666,21.3051052184233,0.436230493230704,-0.109415124041187
7,-270.235444558041,21.3476549539533,0.425497355299794,-0.107331379309092
7.1,-268.098604204613,21.3891521146134,0.414971606601595,-0.10525748698199
7.2,-265.957665732642,21.4296173248134,0.404652102000005,-0.1031950460159
7.3,-263.812731312436,21.4690710793089,0.394537544954932,-0.101145570450738
7.4,-261.663901072025,21.5075337289022,0.384626495932812,-0.0991104902212003
7.5,-259.511273112231,21.5450254669737,0.3749173807146,-0.0970911521821138
7.6,-257.354943523041,21.5815663168318,0.36540849858163,-0.0950888213297019
