Time,Position,Velocity,Acceleration,Jerk
0.1,140,20,0,0
0.2,142,20,0,0
0.4,146,20,0,0
0.5,148,20,0,0
0.8,154,20,0,0
0.9,156,20,0,0
1,158,20,0,0
1.1,160,20,0,0
1.3,164,20,0,0
1.5,168,20,0,0
1.6,170,20,0,0
1.7,172,20,0,0
1.8,174,20,0,0
1.9,176,20,0,0
2,178,20,0,0
2.1,180,20,0,0
2.2,182,20,0,0
2.5,188,20,0,0
2.6,190,20,0,0
2.7,192,20,0,0
3,198,20,0,0
3.1,200,20,0,0
3.2,202,20,0,0
3.3,204,20,0,0
3.4,206,20,0,0
3.5,208,20,0,0
3.6,210,20,0,0
3.7,212,20,0,0
3.8,214,20,0,0
3.9,216,20,0,0
4,218,20,0,0
4.2,222,20,0,0
4.3,224,20,0,0
4.4,226,20,0,0
4.5,228,20,0,0
4.7,232,20,0,0
4.9,236,20,0,0
5,238,20,0,0
5.2,242,20,0,0
5.4,246,20,0,0
5.5,248,20,0,0
5.7,252,20,0,0
5.9,256,20,0,0
6,258,20,0,0
6.2,262,20,0,0
6.4,266,20,0,0
6.5,268,20,0,0
6.6,270,20,0,0
6.7,272,20,0,0
6.8,274,20,0,0
6.9,276,20,0,0
7,278,20,0,0
7.1,280,20,0,0
7.2,282,20,0,0
7.3,284,20,0,0
7.4,286,20,0,0
7.5,288,20,0,0
7.6,290,20,0,0
7.7,292,20,0,0
7.8,294,20,0,0
7.9,296,20,0,0
8,298,20,0,0
8.1,300,20,0,0
8.3,304,20,0,0
8.4,306,20,0,0
8.5,308,20,0,0
8.6,310,20,0,0
8.8,314,20,0,0
8.9,316,20,0,0
9,318,20,0,0
9.1,320,20,0,0
9.3,324,20,0,0
9.4,326,20,0,0
9.5,328,20,0,0
9.8,334,20,0,0
9.9,336,20,0,0
10,338,20,0,0
10.3,344,20,0,0
10.4,346,20,0,0
10.5,348,20,0,0
10.8,354,20,0,0
10.9,356,20,0,0
11,358,20,0,0
11.3,364,20,0,0
11.4,366,20,0,0
11.5,368,20,0,0
11.8,374,20,0,0
11.9,376,20,0,0
12,378,20,0,0
12.3,384,20,0,0
12.4,386,20,0,0
12.5,388,20,0,0
12.8,394,20,0,0
12.9,396,20,0,0
13,398,20,0,0
13.1,400,20,0,0
13.2,402,20,0,0
13.3,404,20,0,0
13.4,406,20,0,0
13.5,408,20,0,0
13.6,410,20,0,0
13.7,412,20,0,0
13.8,414,20,0,0
13.9,416,20,0,0
14,418,20,0,0
14.1,420,20,0,0
14.2,422,20,0,0
14.3,424,20,0,0
14.4,426,20,0,0
14.5,428,20,0,0
14.6,430,20,0,0
14.7,432,20,0,0
14.8,434,20,0,0
14.9,436,20,0,0
15,438,20,0,0
15.1,440,20,0,0
15.2,442,20,0,0
15.3,444,20,0,0
15.4,446,20,0,0
15.5,448,20,0,0
15.6,450,20,0,0
15.7,452,20,0,0
15.8,454,20,0,0
15.9,456,20,0,0
16,458,20,0,0
16.1,460,20,0,0
16.2,462,20,0,0
16.3,464,20,0,0
16.5,468,20,0,0
16.6,470,20,0,0
16.7,472,20,0,0
16.8,474,20,0,0
17,478,20,0,0
17.1,480,20,0,0
17.2,482,20,0,0
17.3,484,20,0,0
17.5,488,20,0,0
17.6,490,20,0,0
17.7,492,20,0,0
17.8,494,20,0,0
18,498,20,0,0
18.1,500,20,0,0
18.2,502,20,0,0
18.3,504,20,0,0
18.5,508,20,0,0
18.6,510,20,0,0
18.7,512,20,0,0
18.8,514,20,0,0
19,518,20,0,0
19.1,520,20,0,0
19.3,524,20,0,0
19.5,528,20,0,0
19.6,530,20,0,0
19.8,534,20,0,0
20,538,20,0,0
20.1,540,20,0,0
20.3,544,20,0,0
20.5,548,20,0,0
20.6,550,20,0,0
20.8,554,20,0,0
21,558,20,0,0
21.1,560,20,0,0
21.3,564,20,0,0
21.5,568,20,0,0
21.6,570,20,0,0
21.8,574,20,0,0
22,578,20,0,0
22.1,580,20,0,0
22.3,584,20,0,0
22.5,588,20,0,0
22.6,590,20,0,0
22.8,594,20,0,0
23,598,20,0,0
23.1,600,20,0,0
23.3,604,20,0,0
23.5,608,20,0,0
23.6,610,20,0,0
23.8,614,20,0,0
24,618,20,0,0
24.1,620,20,0,0
24.3,624,20,0,0
24.5,628,20,0,0
24.6,630,20,0,0
24.8,634,20,0,0
25,638,20,0,0
25.1,640,20,0,0
25.3,644,20,0,0
25.5,648,20,0,0
25.6,650,20,0,0
25.7,652,20,0,0
25.8,654,20,0,0
25.9,656,20,0,0
26,658,20,0,0
26.1,660,20,0,0
26.2,662,20,0,0
26.3,664,20,0,0
26.4,666,20,0,0
26.5,668,20,0,0
26.6,670,20,0,0
26.7,672,20,0,0
26.8,674,20,0,0
26.9,676,20,0,0
27,678,20,0,0
27.1,680,20,0,0
27.2,682,20,0,0
27.3,684,20,0,0
27.4,686,20,0,0
27.5,688,20,0,0
27.6,690,20,0,0
27.7,692,20,0,0
27.8,694,20,0,0
27.9,696,20,0,0
28,698,20,0,0
28.1,700,20,0,0
28.2,702,20,0,0
28.3,704,20,0,0
28.4,706,20,0,0
28.5,708,20,0,0
28.6,710,20,0,0
28.7,712,20,0,0
28.8,714,20,0,0
28.9,716,20,0,0
29,718,20,0,0
29.1,720,20,0,0
29.2,722,20,0,0
29.3,724,20,0,0
29.4,726,20,0,0
29.5,728,20,0,0
29.6,730,20,0,0
29.7,732,20,0,0
29.8,734,20,0,0
29.9,736,20,0,0
30,738,20,0,0
