Time,Position,Velocity,Acceleration,Jerk
0.1,-220,20,0,0
0.2,-218,20,0,0
0.4,-214,20,0,0
0.5,-212,20,0,0
0.8,-206,20,0,0
0.9,-204,20,0,0
1,-202,20,0,0
1.1,-200,20,0,0
1.3,-196,20,0,0
1.5,-192,20,0,0
1.6,-190,20,0,0
1.7,-188,20,0,0
1.8,-186,20,0,0
1.9,-184,20,0,0
2,-182,20,0,0
2.1,-180,20,0,0
2.2,-178,20,0,0
2.5,-172,20,0,0
2.6,-170,20,0,0
2.7,-168,20,0,0
3,-162,20,0,0
3.1,-160,20,0,0
3.2,-158,20,0,0
3.3,-156,20,0,0
3.4,-154,20,0,0
3.5,-152,20,0,0
3.6,-150,20,0,0
3.7,-148,20,0,0
3.8,-146,20,0,0
3.9,-144,20,0,0
4,-142,20,0,0
4.2,-138,20,0,0
4.3,-136,20,0,0
4.4,-134,20,0,0
4.5,-132,20,0,0
4.7,-128,20,0,0
4.9,-124,20,0,0
5,-122,20,0,0
5.2,-118,20,0,0
5.4,-114,20,0,0
5.5,-112,20,0,0
5.7,-108,20,0,0
5.9,-104,20,0,0
6,-102,20,0,0
6.2,-98,20,0,0
6.4,-94,20,0,0
6.5,-92,20,0,0
6.6,-90,20,0,0
6.7,-88,20,0,0
6.8,-86,20,0,0
6.9,-84,20,0,0
7,-82,20,0,0
7.1,-80,20,0,0
7.2,-78,20,0,0
7.3,-76,20,0,0
7.4,-74,20,0,0
7.5,-72,20,0,0
7.6,-70,20,0,0
7.7,-68,20,0,0
7.8,-66,20,0,0
7.9,-64,20,0,0
8,-62,20,0,0
8.1,-60,20,0,0
8.3,-56,20,0,0
8.4,-54,20,0,0
8.5,-52,20,0,0
8.6,-50,20,0,0
8.8,-46,20,0,0
8.9,-44,20,0,0
9,-42,20,0,0
9.1,-40,20,0,0
9.3,-36,20,0,0
9.4,-34,20,0,0
9.5,-32,20,0,0
9.8,-26,20,0,0
9.9,-24,20,0,0
10,-22,20,0,0
10.3,-16,20,0,0
10.4,-14,20,0,0
10.5,-12,20,0,0
10.8,-6,20,0,0
10.9,-4,20,0,0
11,-2,20,0,0
11.3,4,20,0,0
11.4,6,20,0,0
11.5,8,20,0,0
11.8,14,20,0,0
11.9,16,20,0,0
12,18,20,0,0
12.3,24,20,0,0
12.4,26,20,0,0
12.5,28,20,0,0
12.8,34,20,0,0
12.9,36,20,0,0
13,38,20,0,0
13.1,40,20,0,0
13.2,42,20,0,0
13.3,44,20,0,0
13.4,46,20,0,0
13.5,48,20,0,0
13.6,50,20,0,0
13.7,52,20,0,0
13.8,54,20,0,0
13.9,56,20,0,0
14,58,20,0,0
14.1,60,20,0,0
14.2,62,20,0,0
14.3,64,20,0,0
14.4,66,20,0,0
14.5,68,20,0,0
14.6,70,20,0,0
14.7,72,20,0,0
14.8,74,20,0,0
14.9,76,20,0,0
15,78,20,0,0
15.1,80,20,0,0
15.2,82,20,0,0
15.3,84,20,0,0
15.4,86,20,0,0
15.5,88,20,0,0
15.6,90,20,0,0
15.7,92,20,0,0
15.8,94,20,0,0
15.9,96,20,0,0
16,98,20,0,0
16.1,100,20,0,0
16.2,102,20,0,0
16.3,104,20,0,0
16.5,108,20,0,0
16.6,110,20,0,0
16.7,112,20,0,0
16.8,114,20,0,0
17,118,20,0,0
17.1,120,20,0,0
17.2,122,20,0,0
17.3,124,20,0,0
17.5,128,20,0,0
17.6,130,20,0,0
17.7,132,20,0,0
17.8,134,20,0,0
18,138,20,0,0
18.1,140,20,0,0
18.2,142,20,0,0
18.3,144,20,0,0
18.5,148,20,0,0
18.6,150,20,0,0
18.7,152,20,0,0
18.8,154,20,0,0
19,158,20,0,0
19.1,160,20,0,0
19.3,164,20,0,0
19.5,168,20,0,0
19.6,170,20,0,0
19.8,174,20,0,0
20,178,20,0,0
20.1,180,20,0,0
20.3,184,20,0,0
20.5,188,20,0,0
20.6,190,20,0,0
20.8,194,20,0,0
21,198,20,0,0
21.1,200,20,0,0
21.3,204,20,0,0
21.5,208,20,0,0
21.6,210,20,0,0
21.8,214,20,0,0
22,218,20,0,0
22.1,220,20,0,0
22.3,224,20,0,0
22.5,228,20,0,0
22.6,230,20,0,0
22.8,234,20,0,0
23,238,20,0,0
23.1,240,20,0,0
23.3,244,20,0,0
23.5,248,20,0,0
23.6,250,20,0,0
23.8,254,20,0,0
24,258,20,0,0
24.1,260,20,0,0
24.3,264,20,0,0
24.5,268,20,0,0
24.6,270,20,0,0
24.8,274,20,0,0
25,278,20,0,0
25.1,280,20,0,0
25.3,284,20,0,0
25.5,288,20,0,0
25.6,290,20,0,0
25.7,292,20,0,0
25.8,294,20,0,0
25.9,296,20,0,0
26,298,20,0,0
26.1,300,20,0,0
26.2,302,20,0,0
26.3,304,20,0,0
26.4,306,20,0,0
26.5,308,20,0,0
26.6,310,20,0,0
26.7,312,20,0,0
26.8,314,20,0,0
26.9,316,20,0,0
27,318,20,0,0
27.1,320,20,0,0
27.2,322,20,0,0
27.3,324,20,0,0
27.4,326,20,0,0
27.5,328,20,0,0
27.6,330,20,0,0
27.7,332,20,0,0
27.8,334,20,0,0
27.9,336,20,0,0
28,338,20,0,0
28.1,340,20,0,0
28.2,342,20,0,0
28.3,344,20,0,0
28.4,346,20,0,0
28.5,348,20,0,0
28.6,350,20,0,0
28.7,352,20,0,0
28.8,354,20,0,0
28.9,356,20,0,0
29,358,20,0,0
29.1,360,20,0,0
29.2,362,20,0,0
29.3,364,20,0,0
29.4,366,20,0,0
29.5,368,20,0,0
29.6,370,20,0,0
29.7,372,20,0,0
29.8,374,20,0,0
29.9,376,20,0,0
30,378,20,0,0
