Time,Position,Velocity,Acceleration,Jerk
0.1,260,20,0,0
0.2,262,20,0,0
0.4,266,20,0,0
0.5,268,20,0,0
0.8,274,20,0,0
0.9,276,20,0,0
1,278,20,0,0
1.1,280,20,0,0
1.3,284,20,0,0
1.5,288,20,0,0
1.6,290,20,0,0
1.7,292,20,0,0
1.8,294,20,0,0
1.9,296,20,0,0
2,298,20,0,0
2.1,300,20,0,0
2.2,302,20,0,0
2.5,308,20,0,0
2.6,310,20,0,0
2.7,312,20,0,0
3,318,20,0,0
3.1,320,20,0,0
3.2,322,20,0,0
3.3,324,20,0,0
3.4,326,20,0,0
3.5,328,20,0,0
3.6,330,20,0,0
3.7,332,20,0,0
3.8,334,20,0,0
3.9,336,20,0,0
4,338,20,0,0
4.2,342,20,0,0
4.3,344,20,0,0
4.4,346,20,0,0
4.5,348,20,0,0
4.7,352,20,0,0
4.9,356,20,0,0
5,358,20,0,0
5.2,362,20,0,0
5.4,366,20,0,0
5.5,368,20,0,0
5.7,372,20,0,0
5.9,376,20,0,0
6,378,20,0,0
6.2,382,20,0,0
6.4,386,20,0,0
6.5,388,20,0,0
6.6,390,20,0,0
6.7,392,20,0,0
6.8,394,20,0,0
6.9,396,20,0,0
7,398,20,0,0
7.1,400,20,0,0
7.2,402,20,0,0
7.3,404,20,0,0
7.4,406,20,0,0
7.5,408,20,0,0
7.6,410,20,0,0
7.7,412,20,0,0
7.8,414,20,0,0
7.9,416,20,0,0
8,418,20,0,0
8.1,420,20,0,0
8.3,424,20,0,0
8.4,426,20,0,0
8.5,428,20,0,0
8.6,430,20,0,0
8.8,434,20,0,0
8.9,436,20,0,0
9,438,20,0,0
9.1,440,20,0,0
9.3,444,20,0,0
9.4,446,20,0,0
9.5,448,20,0,0
9.8,454,20,0,0
9.9,456,20,0,0
10,458,20,0,0
10.3,464,20,0,0
10.4,466,20,0,0
10.5,468,20,0,0
10.8,474,20,0,0
10.9,476,20,0,0
11,478,20,0,0
11.3,484,20,0,0
11.4,486,20,0,0
11.5,488,20,0,0
11.8,494,20,0,0
11.9,496,20,0,0
12,498,20,0,0
12.3,504,20,0,0
12.4,506,20,0,0
12.5,508,20,0,0
12.8,514,20,0,0
12.9,516,20,0,0
13,518,20,0,0
13.1,520,20,0,0
13.2,522,20,0,0
13.3,524,20,0,0
13.4,526,20,0,0
13.5,528,20,0,0
13.6,530,20,0,0
13.7,532,20,0,0
13.8,534,20,0,0
13.9,536,20,0,0
14,538,20,0,0
14.1,540,20,0,0
14.2,542,20,0,0
14.3,544,20,0,0
14.4,546,20,0,0
14.5,548,20,0,0
14.6,550,20,0,0
14.7,552,20,0,0
14.8,554,20,0,0
14.9,556,20,0,0
15,558,20,0,0
15.1,560,20,0,0
15.2,562,20,0,0
15.3,564,20,0,0
15.4,566,20,0,0
15.5,568,20,0,0
15.6,570,20,0,0
15.7,572,20,0,0
15.8,574,20,0,0
15.9,576,20,0,0
16,578,20,0,0
16.1,580,20,0,0
16.2,582,20,0,0
16.3,584,20,0,0
16.5,588,20,0,0
16.6,590,20,0,0
16.7,592,20,0,0
16.8,594,20,0,0
17,598,20,0,0
17.1,600,20,0,0
17.2,602,20,0,0
17.3,604,20,0,0
17.5,608,20,0,0
17.6,610,20,0,0
17.7,612,20,0,0
17.8,614,20,0,0
18,618,20,0,0
18.1,620,20,0,0
18.2,622,20,0,0
18.3,624,20,0,0
18.5,628,20,0,0
18.6,630,20,0,0
18.7,632,20,0,0
18.8,634,20,0,0
19,638,20,0,0
19.1,640,20,0,0
19.3,644,20,0,0
19.5,648,20,0,0
19.6,650,20,0,0
19.8,654,20,0,0
20,658,20,0,0
20.1,660,20,0,0
20.3,664,20,0,0
20.5,668,20,0,0
20.6,670,20,0,0
20.8,674,20,0,0
21,678,20,0,0
21.1,680,20,0,0
21.3,684,20,0,0
21.5,688,20,0,0
21.6,690,20,0,0
21.8,694,20,0,0
22,698,20,0,0
22.1,700,20,0,0
22.3,704,20,0,0
22.5,708,20,0,0
22.6,710,20,0,0
22.8,714,20,0,0
23,718,20,0,0
23.1,720,20,0,0
23.3,724,20,0,0
23.5,728,20,0,0
23.6,730,20,0,0
23.8,734,20,0,0
24,738,20,0,0
24.1,740,20,0,0
24.3,744,20,0,0
24.5,748,20,0,0
24.6,750,20,0,0
24.8,754,20,0,0
25,758,20,0,0
25.1,760,20,0,0
25.3,764,20,0,0
25.5,768,20,0,0
25.6,770,20,0,0
25.7,772,20,0,0
25.8,774,20,0,0
25.9,776,20,0,0
26,778,20,0,0
26.1,780,20,0,0
26.2,782,20,0,0
26.3,784,20,0,0
26.4,786,20,0,0
26.5,788,20,0,0
26.6,790,20,0,0
26.7,792,20,0,0
26.8,794,20,0,0
26.9,796,20,0,0
27,798,20,0,0
27.1,800,20,0,0
27.2,802,20,0,0
27.3,804,20,0,0
27.4,806,20,0,0
27.5,808,20,0,0
27.6,810,20,0,0
27.7,812,20,0,0
27.8,814,20,0,0
27.9,816,20,0,0
28,818,20,0,0
28.1,820,20,0,0
28.2,822,20,0,0
28.3,824,20,0,0
28.4,826,20,0,0
28.5,828,20,0,0
28.6,830,20,0,0
28.7,832,20,0,0
28.8,834,20,0,0
28.9,836,20,0,0
29,838,20,0,0
29.1,840,20,0,0
29.2,842,20,0,0
29.3,844,20,0,0
29.4,846,20,0,0
29.5,848,20,0,0
29.6,850,20,0,0
29.7,852,20,0,0
29.8,854,20,0,0
29.9,856,20,0,0
30,858,20,0,0
