Time,Position,Velocity,Acceleration,Jerk,Follow_Vehicle_ID,Lead_Vehicle_ID,Status
0.1,350,25,0,0,4,2,In Lane(MainLane)
0.2,352.5,25,0,0,4,2,In Lane(MainLane)
0.3,355,25,0,0,4,2,In Lane(MainLane)
0.4,357.5,25,0,0,4,2,In Lane(MainLane)
0.5,360,25,0,0,4,2,In Lane(MainLane)
0.6,362.5,25,0,0,4,2,In Lane(MainLane)
0.7,365,25,0,0,4,2,In Lane(MainLane)
0.8,367.5,25,0,0,4,2,In Lane(MainLane)
0.9,370,25,0,0,4,2,In Lane(MainLane)
1,372.5,25,0,0,4,2,In Lane(MainLane)
1.1,375,25,0,0,4,2,In Lane(MainLane)
1.2,377.5,25,0,0,4,2,In Lane(MainLane)
1.3,380,25,0,0,4,2,In Lane(MainLane)
1.4,382.5,25,0,0,4,2,In Lane(MainLane)
1.5,385,25,0,0,4,2,In Lane(MainLane)
1.6,387.5,25,0,0,4,2,In Lane(MainLane)
1.7,390,25,0,0,4,2,In Lane(MainLane)
1.8,392.5,25,0,0,4,2,In Lane(MainLane)
1.9,395,25,0,0,4,2,In Lane(MainLane)
2,397.5,25,0,0,4,2,In Lane(MainLane)
2.1,400,25,0,0,4,2,In Lane(MainLane)
2.2,402.5,25,0,0,4,2,In Lane(MainLane)
2.3,405,25,0,0,4,2,In Lane(MainLane)
2.4,407.5,25,0,0,4,2,In Lane(MainLane)
2.5,410,25,0,0,4,2,In Lane(MainLane)
2.6,412.5,25,0,0,4,2,In Lane(MainLane)
2.7,415,25,0,0,4,2,In Lane(MainLane)
2.8,417.5,25,0,0,4,2,In Lane(MainLane)
2.9,420,25,0,0,4,2,In Lane(MainLane)
3,422.5,25,0,0,4,2,In Lane(MainLane)
3.1,425,25,0,0,4,2,In Lane(MainLane)
3.2,427.5,25,0,0,4,2,In Lane(MainLane)
3.3,430,25,0,0,4,2,In Lane(MainLane)
3.4,432.5,25,0,0,4,2,In Lane(MainLane)
3.5,435,25,0,0,4,2,In Lane(MainLane)
3.6,437.5,25,0,0,4,2,In Lane(MainLane)
3.7,440,25,0,0,4,2,In Lane(MainLane)
3.8,442.5,25,0,0,4,2,In Lane(MainLane)
3.9,445,25,0,0,4,2,In Lane(MainLane)
4,447.5,25,0,0,4,2,In Lane(MainLane)
4.1,450,25,0,0,4,2,In Lane(MainLane)
4.2,452.5,25,0,0,4,2,In Lane(MainLane)
4.3,455,25,0,0,4,2,In Lane(MainLane)
4.4,457.5,25,0,0,4,2,In Lane(MainLane)
4.5,460,25,0,0,4,2,In Lane(MainLane)
4.6,462.5,25,0,0,4,2,In Lane(MainLane)
4.7,465,25,0,0,4,2,In Lane(MainLane)
4.8,467.5,25,0,0,4,2,In Lane(MainLane)
4.9,470,25,0,0,4,2,In Lane(MainLane)
5,472.5,25,0,0,4,2,In Lane(MainLane)
5.1,475,25,0,0,4,2,In Lane(MainLane)
5.2,477.5,25,0,0,4,2,In Lane(MainLane)
5.3,480,25,0,0,4,2,In Lane(MainLane)
5.4,482.5,25,0,0,4,2,In Lane(MainLane)
5.5,485,25,0,0,4,2,In Lane(MainLane)
5.6,487.5,25,0,0,4,2,In Lane(MainLane)
5.7,490,25,0,0,4,2,In Lane(MainLane)
5.8,492.5,25,0,0,4,2,In Lane(MainLane)
5.9,495,25,0,0,4,2,In Lane(MainLane)
6,497.5,25,0,0,4,2,In Lane(MainLane)
6.1,500,25,0,0,4,2,In Lane(MainLane)
6.2,502.5,25,0,0,4,2,In Lane(MainLane)
6.3,505,25,0,0,4,2,In Lane(MainLane)
6.4,507.5,25,0,0,4,2,In Lane(MainLane)
6.5,510,25,0,0,4,2,In Lane(MainLane)
6.6,512.5,25,0,0,4,2,In Lane(MainLane)
6.7,515,25,0,0,4,2,In Lane(MainLane)
6.8,517.5,25,0,0,4,2,In Lane(MainLane)
6.9,520,25,0,0,4,2,In Lane(MainLane)
7,522.5,25,0,0,4,2,In Lane(MainLane)
7.1,525,25,0,0,4,2,In Lane(MainLane)
7.2,527.5,25,0,0,4,2,In Lane(MainLane)
7.3,530,25,0,0,4,2,In Lane(MainLane)
7.4,532.5,25,0,0,4,2,In Lane(MainLane)
7.5,535,25,0,0,4,2,In Lane(MainLane)
7.6,537.5,25,0,0,4,2,In Lane(MainLane)
7.7,540,25,0,0,4,2,In Lane(MainLane)
7.8,542.5,25,0,0,4,2,In Lane(MainLane)
7.9,545,25,0,0,4,2,In Lane(MainLane)
8,547.5,25,0,0,4,2,In Lane(MainLane)
8.1,550,25,0,0,4,2,In Lane(MainLane)
8.2,552.5,25,0,0,4,2,In Lane(MainLane)
8.3,555,25,0,0,4,2,In Lane(MainLane)
8.4,557.5,25,0,0,4,2,In Lane(MainLane)
8.5,560,25,0,0,4,2,In Lane(MainLane)
8.6,562.5,25,0,0,4,2,In Lane(MainLane)
8.7,565,25,0,0,4,2,In Lane(MainLane)
8.8,567.5,25,0,0,4,2,In Lane(MainLane)
8.9,570,25,0,0,4,2,In Lane(MainLane)
9,572.5,25,0,0,4,2,In Lane(MainLane)
9.1,575,25,0,0,4,2,In Lane(MainLane)
9.2,577.5,25,0,0,4,2,In Lane(MainLane)
9.3,580,25,0,0,4,2,In Lane(MainLane)
9.4,582.5,25,0,0,4,2,In Lane(MainLane)
9.5,585,25,0,0,4,2,In Lane(MainLane)
9.6,587.5,25,0,0,4,2,In Lane(MainLane)
9.7,590,25,0,0,4,2,In Lane(MainLane)
9.8,592.5,25,0,0,4,2,In Lane(MainLane)
9.9,595,25,0,0,4,2,In Lane(MainLane)
10,597.5,25,0,0,4,2,In Lane(MainLane)
10.1,600,25,0,0,4,2,In Lane(MainLane)
10.2,602.5,25,0,0,4,2,In Lane(MainLane)
10.3,605,25,0,0,4,2,In Lane(MainLane)
10.4,607.5,25,0,0,4,2,In Lane(MainLane)
10.5,610,25,0,0,4,2,In Lane(MainLane)
10.6,612.5,25,0,0,4,2,In Lane(MainLane)
10.7,615,25,0,0,4,2,In Lane(MainLane)
10.8,617.5,25,0,0,4,2,In Lane(MainLane)
10.9,620,25,0,0,4,2,In Lane(MainLane)
11,622.5,25,0,0,4,2,In Lane(MainLane)
11.1,625,25,0,0,4,2,In Lane(MainLane)
11.2,627.5,25,0,0,4,2,In Lane(MainLane)
11.3,630,25,0,0,4,2,In Lane(MainLane)
11.4,632.5,25,0,0,4,2,In Lane(MainLane)
11.5,635,25,0,0,4,2,In Lane(MainLane)
11.6,637.5,25,0,0,4,2,In Lane(MainLane)
11.7,640,25,0,0,4,2,In Lane(MainLane)
11.8,642.5,25,0,0,4,2,In Lane(MainLane)
11.9,645,25,0,0,4,2,In Lane(MainLane)
12,647.5,25,0,0,4,2,In Lane(MainLane)
12.1,650,25,0,0,4,2,In Lane(MainLane)
12.2,652.5,25,0,0,4,2,In Lane(MainLane)
12.3,655,25,0,0,4,2,In Lane(MainLane)
12.4,657.5,25,0,0,4,2,In Lane(MainLane)
12.5,660,25,0,0,4,2,In Lane(MainLane)
12.6,662.5,25,0,0,4,2,In Lane(MainLane)
12.7,665,25,0,0,4,2,In Lane(MainLane)
12.8,667.5,25,0,0,4,2,In Lane(MainLane)
12.9,670,25,0,0,4,2,In Lane(MainLane)
13,672.5,25,0,0,4,2,In Lane(MainLane)
13.1,675,25,0,0,4,2,In Lane(MainLane)
13.2,677.5,25,0,0,4,2,In Lane(MainLane)
13.3,680,25,0,0,4,2,In Lane(MainLane)
13.4,682.5,25,0,0,4,2,In Lane(MainLane)
13.5,685,25,0,0,4,2,In Lane(MainLane)
13.6,687.5,25,0,0,4,2,In Lane(MainLane)
13.7,690,25,0,0,4,2,In Lane(MainLane)
13.8,692.5,25,0,0,4,2,In Lane(MainLane)
13.9,695,25,0,0,4,2,In Lane(MainLane)
14,697.5,25,0,0,4,2,In Lane(MainLane)
14.1,700,25,0,0,4,2,In Lane(MainLane)
14.2,702.5,25,0,0,4,2,In Lane(MainLane)
14.3,705,25,0,0,4,2,In Lane(MainLane)
14.4,707.5,25,0,0,4,2,In Lane(MainLane)
14.5,710,25,0,0,4,2,In Lane(MainLane)
14.6,712.5,25,0,0,4,2,In Lane(MainLane)
14.7,715,25,0,0,4,2,In Lane(MainLane)
14.8,717.5,25,0,0,4,2,In Lane(MainLane)
14.9,720,25,0,0,4,2,In Lane(MainLane)
15,722.5,25,0,0,4,2,In Lane(MainLane)
15.1,725,25,0,0,4,2,In Lane(MainLane)
15.2,727.5,25,0,0,4,2,In Lane(MainLane)
15.3,730,25,0,0,4,2,In Lane(MainLane)
15.4,732.5,25,0,0,4,2,In Lane(MainLane)
15.5,735,25,0,0,4,2,In Lane(MainLane)
15.6,737.5,25,0,0,4,2,In Lane(MainLane)
15.7,740,25,0,0,4,2,In Lane(MainLane)
15.8,742.5,25,0,0,4,2,In Lane(MainLane)
15.9,745,25,0,0,4,2,In Lane(MainLane)
16,747.5,25,0,0,4,2,In Lane(MainLane)
16.1,750,25,0,0,4,2,In Lane(MainLane)
16.2,752.5,25,0,0,4,2,In Lane(MainLane)
16.3,755,25,0,0,4,2,In Lane(MainLane)
16.4,757.5,25,0,0,4,2,In Lane(MainLane)
16.5,760,25,0,0,4,2,In Lane(MainLane)
16.6,762.5,25,0,0,4,2,In Lane(MainLane)
16.7,765,25,0,0,4,2,In Lane(MainLane)
16.8,767.5,25,0,0,4,2,In Lane(MainLane)
16.9,770,25,0,0,4,2,In Lane(MainLane)
17,772.5,25,0,0,4,2,In Lane(MainLane)
17.1,775,25,0,0,4,2,In Lane(MainLane)
17.2,777.5,25,0,0,4,2,In Lane(MainLane)
17.3,780,25,0,0,4,2,In Lane(MainLane)
17.4,782.5,25,0,0,4,2,In Lane(MainLane)
17.5,785,25,0,0,4,2,In Lane(MainLane)
17.6,787.5,25,0,0,4,2,In Lane(MainLane)
17.7,790,25,0,0,4,2,In Lane(MainLane)
17.8,792.5,25,0,0,4,2,In Lane(MainLane)
17.9,795,25,0,0,4,2,In Lane(MainLane)
18,797.5,25,0,0,4,2,In Lane(MainLane)
18.1,800,25,0,0,4,2,In Lane(MainLane)
18.2,802.5,25,0,0,4,2,In Lane(MainLane)
18.3,805,25,0,0,4,2,In Lane(MainLane)
18.4,807.5,25,0,0,4,2,In Lane(MainLane)
18.5,810,25,0,0,4,2,In Lane(MainLane)
18.6,812.5,25,0,0,4,2,In Lane(MainLane)
18.7,815,25,0,0,4,2,In Lane(MainLane)
18.8,817.5,25,0,0,4,2,In Lane(MainLane)
18.9,820,25,0,0,4,2,In Lane(MainLane)
19,822.5,25,0,0,4,2,In Lane(MainLane)
19.1,825,25,0,0,4,2,In Lane(MainLane)
19.2,827.5,25,0,0,4,2,In Lane(MainLane)
19.3,830,25,0,0,4,2,In Lane(MainLane)
19.4,832.5,25,0,0,4,2,In Lane(MainLane)
19.5,835,25,0,0,4,2,In Lane(MainLane)
19.6,837.5,25,0,0,4,2,In Lane(MainLane)
19.7,840,25,0,0,4,2,In Lane(MainLane)
19.8,842.5,25,0,0,4,2,In Lane(MainLane)
19.9,845,25,0,0,4,2,In Lane(MainLane)
20,847.5,25,0,0,4,2,In Lane(MainLane)
20.1,850,25,0,0,4,2,In Lane(MainLane)
20.2,852.5,25,0,0,4,2,In Lane(MainLane)
20.3,855,25,0,0,4,2,In Lane(MainLane)
20.4,857.5,25,0,0,4,2,In Lane(MainLane)
20.5,860,25,0,0,4,2,In Lane(MainLane)
20.6,862.5,25,0,0,4,2,In Lane(MainLane)
20.7,865,25,0,0,4,2,In Lane(MainLane)
20.8,867.5,25,0,0,4,2,In Lane(MainLane)
20.9,870,25,0,0,4,2,In Lane(MainLane)
21,872.5,25,0,0,4,2,In Lane(MainLane)
21.1,875,25,0,0,4,2,In Lane(MainLane)
21.2,877.5,25,0,0,4,2,In Lane(MainLane)
21.3,880,25,0,0,4,2,In Lane(MainLane)
21.4,882.5,25,0,0,4,2,In Lane(MainLane)
21.5,885,25,0,0,4,2,In Lane(MainLane)
21.6,887.5,25,0,0,4,2,In Lane(MainLane)
21.7,890,25,0,0,4,2,In Lane(MainLane)
21.8,892.5,25,0,0,4,2,In Lane(MainLane)
21.9,895,25,0,0,4,2,In Lane(MainLane)
22,897.5,25,0,0,4,2,In Lane(MainLane)
22.1,900,25,0,0,4,2,In Lane(MainLane)
22.2,902.5,25,0,0,4,2,In Lane(MainLane)
22.3,905,25,0,0,4,2,In Lane(MainLane)
22.4,907.5,25,0,0,4,2,In Lane(MainLane)
22.5,910,25,0,0,4,2,In Lane(MainLane)
22.6,912.5,25,0,0,4,2,In Lane(MainLane)
