Time,Position,Velocity,Acceleration,Jerk
0.1,-280,20,0,0
0.2,-278,20,0,0
0.4,-274,20,0,0
0.5,-272,20,0,0
0.8,-266,20,0,0
0.9,-264,20,0,0
1,-262,20,0,0
1.1,-260,20,0,0
1.3,-256,20,0,0
1.5,-252,20,0,0
1.6,-250,20,0,0
1.7,-248,20,0,0
1.8,-246,20,0,0
1.9,-244,20,0,0
2,-242,20,0,0
2.1,-240,20,0,0
2.2,-238,20,0,0
2.5,-232,20,0,0
2.6,-230,20,0,0
2.7,-228,20,0,0
3,-222,20,0,0
3.1,-220,20,0,0
3.2,-218,20,0,0
3.3,-216,20,0,0
3.4,-214,20,0,0
3.5,-212,20,0,0
3.6,-210,20,0,0
3.7,-208,20,0,0
3.8,-206,20,0,0
3.9,-204,20,0,0
4,-202,20,0,0
4.2,-198,20,0,0
4.3,-196,20,0,0
4.4,-194,20,0,0
4.5,-192,20,0,0
4.7,-188,20,0,0
4.9,-184,20,0,0
5,-182,20,0,0
5.2,-178,20,0,0
5.4,-174,20,0,0
5.5,-172,20,0,0
5.7,-168,20,0,0
5.9,-164,20,0,0
6,-162,20,0,0
6.2,-158,20,0,0
6.4,-154,20,0,0
6.5,-152,20,0,0
6.6,-150,20,0,0
6.7,-148,20,0,0
6.8,-146,20,0,0
6.9,-144,20,0,0
7,-142,20,0,0
7.1,-140,20,0,0
7.2,-138,20,0,0
7.3,-136,20,0,0
7.4,-134,20,0,0
7.5,-132,20,0,0
7.6,-130,20,0,0
7.7,-128,20,0,0
7.8,-126,20,0,0
7.9,-124,20,0,0
8,-122,20,0,0
8.1,-120,20,0,0
8.3,-116,20,0,0
8.4,-114,20,0,0
8.5,-112,20,0,0
8.6,-110,20,0,0
8.8,-106,20,0,0
8.9,-104,20,0,0
9,-102,20,0,0
9.1,-100,20,0,0
9.3,-96,20,0,0
9.4,-94,20,0,0
9.5,-92,20,0,0
9.8,-86,20,0,0
9.9,-84,20,0,0
10,-82,20,0,0
10.3,-76,20,0,0
10.4,-74,20,0,0
10.5,-72,20,0,0
10.8,-66,20,0,0
10.9,-64,20,0,0
11,-62,20,0,0
11.3,-56,20,0,0
11.4,-54,20,0,0
11.5,-52,20,0,0
11.8,-46,20,0,0
11.9,-44,20,0,0
12,-42,20,0,0
12.3,-36,20,0,0
12.4,-34,20,0,0
12.5,-32,20,0,0
12.8,-26,20,0,0
12.9,-24,20,0,0
13,-22,20,0,0
13.1,-20,20,0,0
13.2,-18,20,0,0
13.3,-16,20,0,0
13.4,-14,20,0,0
13.5,-12,20,0,0
13.6,-10,20,0,0
13.7,-8,20,0,0
13.8,-6,20,0,0
13.9,-4,20,0,0
14,-2,20,0,0
14.1,0,20,0,0
14.2,2,20,0,0
14.3,4,20,0,0
14.4,6,20,0,0
14.5,8,20,0,0
14.6,10,20,0,0
14.7,12,20,0,0
14.8,14,20,0,0
14.9,16,20,0,0
15,18,20,0,0
15.1,20,20,0,0
15.2,22,20,0,0
15.3,24,20,0,0
15.4,26,20,0,0
15.5,28,20,0,0
15.6,30,20,0,0
15.7,32,20,0,0
15.8,34,20,0,0
15.9,36,20,0,0
16,38,20,0,0
