Time,Position,Velocity,Acceleration,Jerk,Follow_Vehicle_ID,Lead_Vehicle_ID,Status
0.1,650,25,0,0,2,0,In Lane(MainLane)
0.2,652.5,25,0,0,2,0,In Lane(MainLane)
0.3,655,25,0,0,2,0,In Lane(MainLane)
0.4,657.5,25,0,0,2,0,In Lane(MainLane)
0.5,660,25,0,0,2,0,In Lane(MainLane)
0.6,662.5,25,0,0,2,0,In Lane(MainLane)
0.7,665,25,0,0,2,0,In Lane(MainLane)
0.8,667.5,25,0,0,2,0,In Lane(MainLane)
0.9,670,25,0,0,2,0,In Lane(MainLane)
1,672.5,25,0,0,2,0,In Lane(MainLane)
1.1,675,25,0,0,2,0,In Lane(MainLane)
1.2,677.5,25,0,0,2,0,In Lane(MainLane)
1.3,680,25,0,0,2,0,In Lane(MainLane)
1.4,682.5,25,0,0,2,0,In Lane(MainLane)
1.5,685,25,0,0,2,0,In Lane(MainLane)
1.6,687.5,25,0,0,2,0,In Lane(MainLane)
1.7,690,25,0,0,2,0,In Lane(MainLane)
1.8,692.5,25,0,0,2,0,In Lane(MainLane)
1.9,695,25,0,0,2,0,In Lane(MainLane)
2,697.5,25,0,0,2,0,In Lane(MainLane)
2.1,700,25,0,0,2,0,In Lane(MainLane)
2.2,702.5,25,0,0,2,0,In Lane(MainLane)
2.3,705,25,0,0,2,0,In Lane(MainLane)
2.4,707.5,25,0,0,2,0,In Lane(MainLane)
2.5,710,25,0,0,2,0,In Lane(MainLane)
2.6,712.5,25,0,0,2,0,In Lane(MainLane)
2.7,715,25,0,0,2,0,In Lane(MainLane)
2.8,717.5,25,0,0,2,0,In Lane(MainLane)
2.9,720,25,0,0,2,0,In Lane(MainLane)
3,722.5,25,0,0,2,0,In Lane(MainLane)
3.1,725,25,0,0,2,0,In Lane(MainLane)
3.2,727.5,25,0,0,2,0,In Lane(MainLane)
3.3,730,25,0,0,2,0,In Lane(MainLane)
3.4,732.5,25,0,0,2,0,In Lane(MainLane)
3.5,735,25,0,0,2,0,In Lane(MainLane)
3.6,737.5,25,0,0,2,0,In Lane(MainLane)
3.7,740,25,0,0,2,0,In Lane(MainLane)
3.8,742.5,25,0,0,2,0,In Lane(MainLane)
3.9,745,25,0,0,2,0,In Lane(MainLane)
4,747.5,25,0,0,2,0,In Lane(MainLane)
4.1,750,25,0,0,2,0,In Lane(MainLane)
4.2,752.5,25,0,0,2,0,In Lane(MainLane)
4.3,755,25,0,0,2,0,In Lane(MainLane)
4.4,757.5,25,0,0,2,0,In Lane(MainLane)
4.5,760,25,0,0,2,0,In Lane(MainLane)
4.6,762.5,25,0,0,2,0,In Lane(MainLane)
4.7,765,25,0,0,2,0,In Lane(MainLane)
4.8,767.5,25,0,0,2,0,In Lane(MainLane)
4.9,770,25,0,0,2,0,In Lane(MainLane)
5,772.5,25,0,0,2,0,In Lane(MainLane)
5.1,775,25,0,0,2,0,In Lane(MainLane)
5.2,777.5,25,0,0,2,0,In Lane(MainLane)
5.3,780,25,0,0,2,0,In Lane(MainLane)
5.4,782.5,25,0,0,2,0,In Lane(MainLane)
5.5,785,25,0,0,2,0,In Lane(MainLane)
5.6,787.5,25,0,0,2,0,In Lane(MainLane)
5.7,790,25,0,0,2,0,In Lane(MainLane)
5.8,792.5,25,0,0,2,0,In Lane(MainLane)
5.9,795,25,0,0,2,0,In Lane(MainLane)
6,797.5,25,0,0,2,0,In Lane(MainLane)
6.1,800,25,0,0,2,0,In Lane(MainLane)
6.2,802.5,25,0,0,2,0,In Lane(MainLane)
6.3,805,25,0,0,2,0,In Lane(MainLane)
6.4,807.5,25,0,0,2,0,In Lane(MainLane)
6.5,810,25,0,0,2,0,In Lane(MainLane)
6.6,812.5,25,0,0,2,0,In Lane(MainLane)
6.7,815,25,0,0,2,0,In Lane(MainLane)
6.8,817.5,25,0,0,2,0,In Lane(MainLane)
6.9,820,25,0,0,2,0,In Lane(MainLane)
7,822.5,25,0,0,2,0,In Lane(MainLane)
7.1,825,25,0,0,2,0,In Lane(MainLane)
7.2,827.5,25,0,0,2,0,In Lane(MainLane)
7.3,830,25,0,0,2,0,In Lane(MainLane)
7.4,832.5,25,0,0,2,0,In Lane(MainLane)
7.5,835,25,0,0,2,0,In Lane(MainLane)
7.6,837.5,25,0,0,2,0,In Lane(MainLane)
7.7,840,25,0,0,2,0,In Lane(MainLane)
7.8,842.5,25,0,0,2,0,In Lane(MainLane)
7.9,845,25,0,0,2,0,In Lane(MainLane)
8,847.5,25,0,0,2,0,In Lane(MainLane)
8.1,850,25,0,0,2,0,In Lane(MainLane)
8.2,852.5,25,0,0,2,0,In Lane(MainLane)
8.3,855,25,0,0,2,0,In Lane(MainLane)
8.4,857.5,25,0,0,2,0,In Lane(MainLane)
8.5,860,25,0,0,2,0,In Lane(MainLane)
8.6,862.5,25,0,0,2,0,In Lane(MainLane)
8.7,865,25,0,0,2,0,In Lane(MainLane)
8.8,867.5,25,0,0,2,0,In Lane(MainLane)
8.9,870,25,0,0,2,0,In Lane(MainLane)
9,872.5,25,0,0,2,0,In Lane(MainLane)
9.1,875,25,0,0,2,0,In Lane(MainLane)
9.2,877.5,25,0,0,2,0,In Lane(MainLane)
9.3,880,25,0,0,2,0,In Lane(MainLane)
9.4,882.5,25,0,0,2,0,In Lane(MainLane)
9.5,885,25,0,0,2,0,In Lane(MainLane)
9.6,887.5,25,0,0,2,0,In Lane(MainLane)
9.7,890,25,0,0,2,0,In Lane(MainLane)
9.8,892.5,25,0,0,2,0,In Lane(MainLane)
9.9,895,25,0,0,2,0,In Lane(MainLane)
10,897.5,25,0,0,2,0,In Lane(MainLane)
10.1,900,25,0,0,2,0,In Lane(MainLane)
10.2,902.5,25,0,0,2,0,In Lane(MainLane)
10.3,905,25,0,0,2,0,In Lane(MainLane)
10.4,907.5,25,0,0,2,0,In Lane(MainLane)
