Time,Position,Velocity,Acceleration,Jerk,Follow_Vehicle_ID,Lead_Vehicle_ID,Status
0.1,500,25,0,0,3,1,In Lane(MainLane)
0.2,502.5,25,0,0,3,1,In Lane(MainLane)
0.3,505,25,0,0,3,1,In Lane(MainLane)
0.4,507.5,25,0,0,3,1,In Lane(MainLane)
0.5,510,25,0,0,3,1,In Lane(MainLane)
0.6,512.5,25,0,0,3,1,In Lane(MainLane)
0.7,515,25,0,0,3,1,In Lane(MainLane)
0.8,517.5,25,0,0,3,1,In Lane(MainLane)
0.9,520,25,0,0,3,1,In Lane(MainLane)
1,522.5,25,0,0,3,1,In Lane(MainLane)
1.1,525,25,0,0,3,1,In Lane(MainLane)
1.2,527.5,25,0,0,3,1,In Lane(MainLane)
1.3,530,25,0,0,3,1,In Lane(MainLane)
1.4,532.5,25,0,0,3,1,In Lane(MainLane)
1.5,535,25,0,0,3,1,In Lane(MainLane)
1.6,537.5,25,0,0,3,1,In Lane(MainLane)
1.7,540,25,0,0,3,1,In Lane(MainLane)
1.8,542.5,25,0,0,3,1,In Lane(MainLane)
1.9,545,25,0,0,3,1,In Lane(MainLane)
2,547.5,25,0,0,3,1,In Lane(MainLane)
2.1,550,25,0,0,3,1,In Lane(MainLane)
2.2,552.5,25,0,0,3,1,In Lane(MainLane)
2.3,555,25,0,0,3,1,In Lane(MainLane)
2.4,557.5,25,0,0,3,1,In Lane(MainLane)
2.5,560,25,0,0,3,1,In Lane(MainLane)
2.6,562.5,25,0,0,3,1,In Lane(MainLane)
2.7,565,25,0,0,3,1,In Lane(MainLane)
2.8,567.5,25,0,0,3,1,In Lane(MainLane)
2.9,570,25,0,0,3,1,In Lane(MainLane)
3,572.5,25,0,0,3,1,In Lane(MainLane)
3.1,575,25,0,0,3,1,In Lane(MainLane)
3.2,577.5,25,0,0,3,1,In Lane(MainLane)
3.3,580,25,0,0,3,1,In Lane(MainLane)
3.4,582.5,25,0,0,3,1,In Lane(MainLane)
3.5,585,25,0,0,3,1,In Lane(MainLane)
3.6,587.5,25,0,0,3,1,In Lane(MainLane)
3.7,590,25,0,0,3,1,In Lane(MainLane)
3.8,592.5,25,0,0,3,1,In Lane(MainLane)
3.9,595,25,0,0,3,1,In Lane(MainLane)
4,597.5,25,0,0,3,1,In Lane(MainLane)
4.1,600,25,0,0,3,1,In Lane(MainLane)
