Time,Position,Velocity,Acceleration,Jerk,Follow_Vehicle_ID,Lead_Vehicle_ID,Status
0.1,50,25,0,0,6,4,In Lane(MainLane)
0.2,52.5,25,0,0,6,4,In Lane(MainLane)
0.3,55,25,0,0,6,4,In Lane(MainLane)
0.4,57.5,25,0,0,6,4,In Lane(MainLane)
0.5,60,25,0,0,6,4,In Lane(MainLane)
0.6,62.5,25,0,0,6,4,In Lane(MainLane)
0.7,65,25,0,0,6,4,In Lane(MainLane)
0.8,67.5,25,0,0,6,4,In Lane(MainLane)
0.9,70,25,0,0,6,4,In Lane(MainLane)
1,72.5,25,0,0,6,4,In Lane(MainLane)
1.1,75,25,0,0,6,4,In Lane(MainLane)
1.2,77.5,25,0,0,6,4,In Lane(MainLane)
1.3,80,25,0,0,6,4,In Lane(MainLane)
1.4,82.5,25,0,0,6,4,In Lane(MainLane)
1.5,85,25,0,0,6,4,In Lane(MainLane)
1.6,87.5,25,0,0,6,4,In Lane(MainLane)
1.7,90,25,0,0,6,4,In Lane(MainLane)
1.8,92.5,25,0,0,6,4,In Lane(MainLane)
1.9,95,25,0,0,6,4,In Lane(MainLane)
2,97.5,25,0,0,6,4,In Lane(MainLane)
2.1,100,25,0,0,6,4,In Lane(MainLane)
2.2,102.5,25,0,0,6,4,In Lane(MainLane)
2.3,105,25,0,0,6,4,In Lane(MainLane)
2.4,107.5,25,0,0,6,4,In Lane(MainLane)
2.5,110,25,0,0,6,4,In Lane(MainLane)
2.6,112.5,25,0,0,6,4,In Lane(MainLane)
2.7,115,25,0,0,6,4,In Lane(MainLane)
2.8,117.5,25,0,0,6,4,In Lane(MainLane)
2.9,120,25,0,0,6,4,In Lane(MainLane)
3,122.5,25,0,0,6,4,In Lane(MainLane)
3.1,125,25,0,0,6,4,In Lane(MainLane)
3.2,127.5,25,0,0,6,4,In Lane(MainLane)
3.3,130,25,0,0,6,4,In Lane(MainLane)
3.4,132.5,25,0,0,6,4,In Lane(MainLane)
3.5,135,25,0,0,6,4,In Lane(MainLane)
3.6,137.5,25,0,0,6,4,In Lane(MainLane)
3.7,140,25,0,0,6,4,In Lane(MainLane)
3.8,142.5,25,0,0,6,4,In Lane(MainLane)
3.9,145,25,0,0,6,4,In Lane(MainLane)
4,147.5,25,0,0,6,4,In Lane(MainLane)
4.1,150,25,0,0,6,4,In Lane(MainLane)
4.2,152.5,25,0,0,6,4,In Lane(MainLane)
4.3,155,25,0,0,6,4,In Lane(MainLane)
4.4,157.5,25,0,0,6,4,In Lane(MainLane)
4.5,160,25,0,0,6,4,In Lane(MainLane)
4.6,162.5,25,0,0,6,4,In Lane(MainLane)
4.7,165,25,0,0,6,4,In Lane(MainLane)
4.8,167.5,25,0,0,6,4,In Lane(MainLane)
4.9,170,25,0,0,6,4,In Lane(MainLane)
5,172.5,25,0,0,6,4,In Lane(MainLane)
5.1,175,25,0,0,6,4,In Lane(MainLane)
5.2,177.5,25,0,0,6,4,In Lane(MainLane)
5.3,180,25,0,0,6,4,In Lane(MainLane)
5.4,182.5,25,0,0,6,4,In Lane(MainLane)
5.5,185,25,0,0,6,4,In Lane(MainLane)
5.6,187.5,25,0,0,6,4,In Lane(MainLane)
5.7,190,25,0,0,6,4,In Lane(MainLane)
5.8,192.5,25,0,0,6,4,In Lane(MainLane)
5.9,195,25,0,0,6,4,In Lane(MainLane)
6,197.5,25,0,0,6,4,In Lane(MainLane)
6.1,200,25,0,0,6,4,In Lane(MainLane)
6.2,202.5,25,0,0,6,4,In Lane(MainLane)
6.3,205,25,0,0,6,4,In Lane(MainLane)
6.4,207.5,25,0,0,6,4,In Lane(MainLane)
6.5,210,25,0,0,6,4,In Lane(MainLane)
6.6,212.5,25,0,0,6,4,In Lane(MainLane)
6.7,215,25,0,0,6,4,In Lane(MainLane)
6.8,217.5,25,0,0,6,4,In Lane(MainLane)
6.9,220,25,0,0,6,4,In Lane(MainLane)
7,222.5,25,0,0,6,4,In Lane(MainLane)
7.1,225,25,0,0,6,4,In Lane(MainLane)
7.2,227.5,25,0,0,6,4,In Lane(MainLane)
7.3,230,25,0,0,6,4,In Lane(MainLane)
7.4,232.5,25,0,0,6,4,In Lane(MainLane)
7.5,235,25,0,0,6,4,In Lane(MainLane)
7.6,237.5,25,0,0,6,4,In Lane(MainLane)
7.7,240,25,0,0,6,4,In Lane(MainLane)
7.8,242.5,25,0,0,6,4,In Lane(MainLane)
7.9,245,25,0,0,6,4,In Lane(MainLane)
8,247.5,25,0,0,6,4,In Lane(MainLane)
8.1,250,25,0,0,6,4,In Lane(MainLane)
8.2,252.5,25,0,0,6,4,In Lane(MainLane)
8.3,255,25,0,0,6,4,In Lane(MainLane)
8.4,257.5,25,0,0,6,4,In Lane(MainLane)
8.5,260,25,0,0,6,4,In Lane(MainLane)
8.6,262.5,25,0,0,6,4,In Lane(MainLane)
8.7,265,25,0,0,6,4,In Lane(MainLane)
8.8,267.5,25,0,0,6,4,In Lane(MainLane)
8.9,270,25,0,0,6,4,In Lane(MainLane)
9,272.5,25,0,0,6,4,In Lane(MainLane)
9.1,275,25,0,0,6,4,In Lane(MainLane)
9.2,277.5,25,0,0,6,4,In Lane(MainLane)
9.3,280,25,0,0,6,4,In Lane(MainLane)
9.4,282.5,25,0,0,6,4,In Lane(MainLane)
9.5,285,25,0,0,6,4,In Lane(MainLane)
9.6,287.5,25,0,0,6,4,In Lane(MainLane)
9.7,290,25,0,0,6,4,In Lane(MainLane)
9.8,292.5,25,0,0,6,4,In Lane(MainLane)
9.9,295,25,0,0,6,4,In Lane(MainLane)
10,297.5,25,0,0,6,4,In Lane(MainLane)
10.1,300,25,0,0,6,4,In Lane(MainLane)
10.2,302.5,25,0,0,6,4,In Lane(MainLane)
10.3,305,25,0,0,6,4,In Lane(MainLane)
10.4,307.5,25,0,0,6,4,In Lane(MainLane)
10.5,310,25,0,0,6,4,In Lane(MainLane)
10.6,312.5,25,0,0,6,4,In Lane(MainLane)
10.7,315,25,0,0,6,4,In Lane(MainLane)
10.8,317.5,25,0,0,6,4,In Lane(MainLane)
10.9,320,25,0,0,6,4,In Lane(MainLane)
